Country,Region,Year,Life_expectancy,Schooling,Infant_deaths,Under_five_deaths,Adult_mortality,GDP_per_capita,Economy_status_Developed,Economy_status_Developing
"Congo, Dem. Rep.",Africa,2004,52.9,4.1,97.5,140.9,318.9535,354,0,1
Lao PDR,Asia,2001,59.4,4.0,73.9,103.1,268.307,974,0,1
Japan,Asia,2006,82.3,11.2,2.7,3.6,66.533,33532,1,0
Brazil,South America,2010,73.6,6.9,16.7,18.6,154.9275,8702,0,1
Poland,European Union,2007,75.2,11.8,6.1,7.0,142.313,9749,1,0
Tunisia,Africa,2014,75.7,6.9,14.9,17.3,92.8345,4098,0,1
Moldova,Rest of Europe,2013,71.0,11.6,14.0,16.3,174.6775,2589,0,1
Peru,South America,2008,73.8,8.4,17.1,22.0,135.759,4805,0,1
Bhutan,Asia,2007,66.7,2.3,40.1,50.8,238.1335,1840,0,1
Bosnia and Herzegovina,Rest of Europe,2002,74.8,7.2,8.2,9.3,115.273,3057,0,1
United Arab Emirates,Middle East,2005,75.4,9.1,8.4,9.8,83.893,53845,0,1
Qatar,Middle East,2004,78.1,8.4,9.3,10.8,65.436,61583,0,1
Madagascar,Africa,2009,62.9,5.9,48.6,72.0,248.135,480,0,1
St. Lucia,Central America and Caribbean,2000,73.3,7.0,15.6,18.4,177.7395,9327,0,1
Finland,European Union,2004,78.7,11.9,3.2,3.9,98.807,41522,1,0
Lebanon,Middle East,2004,76.4,7.5,13.1,15.2,84.8885,6677,0,1
Madagascar,Africa,2010,63.4,6.0,47.1,69.3,242.9055,469,0,1
India,Asia,2013,67.9,5.8,38.8,49.0,182.8295,1416,0,1
Somalia,Africa,2013,55.1,2.1,88.4,143.0,316.669,330,0,1
Eritrea,Africa,2014,64.2,3.9,34.9,47.9,261.8635,828,0,1
Eritrea,Africa,2008,61.0,3.8,41.5,59.4,304.7255,638,0,1
Netherlands,European Union,2011,81.2,12.0,3.6,4.3,63.881,44869,1,0
Paraguay,South America,2004,71.5,7.1,25.6,30.8,162.571,3903,0,1
Benin,Africa,2004,56.9,2.7,78.2,124.4,275.3955,956,0,1
China,Asia,2014,75.6,7.6,9.0,11.6,84.358,7533,0,1
Bhutan,Asia,2002,62.7,2.3,52.2,68.9,275.964,1279,0,1
Estonia,European Union,2007,72.8,12.2,4.7,6.0,184.639,17459,1,0
Ghana,Africa,2015,62.8,6.9,38.8,54.6,244.6325,1774,0,1
Mauritius,Africa,2002,72.0,6.6,14.4,16.6,166.862,5726,0,1
Afghanistan,Asia,2010,61.0,3.2,64.2,87.8,250.135,526,0,1
Philippines,Asia,2011,70.0,9.0,24.5,31.3,205.572,2484,0,1
Mongolia,Asia,2012,68.2,9.9,19.4,22.8,219.993,3336,0,1
Malawi,Africa,2011,57.2,4.3,48.8,77.6,357.892,366,0,1
Finland,European Union,2015,81.5,12.4,2.0,2.5,68.8685,42802,1,0
Czechia,European Union,2003,75.2,11.4,3.9,4.8,120.2325,13428,1,0
Fiji,Oceania,2001,65.9,9.5,19.0,22.3,218.489,4174,0,1
Afghanistan,Asia,2015,63.4,3.6,53.2,70.4,227.735,556,0,1
Belize,Central America and Caribbean,2015,74.0,10.5,13.2,15.3,174.4925,4805,0,1
Tajikistan,Asia,2008,67.9,11.0,39.7,46.3,149.14,739,0,1
Mozambique,Africa,2006,50.6,2.9,83.2,126.2,410.7595,409,0,1
Cuba,Central America and Caribbean,2005,77.7,9.9,5.9,7.4,101.699,5183,0,1
Romania,European Union,2005,71.9,10.1,15.5,18.1,162.285,6299,1,0
Burkina Faso,Africa,2014,59.5,1.4,61.2,104.5,262.583,647,0,1
Botswana,Africa,2002,50.2,7.9,43.9,78.3,587.989,4684,0,1
Suriname,South America,2000,67.8,7.7,27.5,31.2,210.4495,6202,0,1
Vietnam,Asia,2009,74.7,8.0,18.5,23.2,132.423,1913,0,1
Oman,Middle East,2004,73.9,6.6,11.4,13.2,115.264,19486,0,1
Vanuatu,Oceania,2007,68.7,6.6,23.9,28.6,153.7735,2790,0,1
Vietnam,Asia,2000,73.0,5.4,23.5,29.8,139.3635,1170,0,1
Belarus,Rest of Europe,2007,70.2,10.6,5.6,7.3,224.272,4685,0,1
Cameroon,Africa,2011,55.6,5.5,66.6,105.8,359.557,1255,0,1
"Iran, Islamic Rep.",Middle East,2002,70.9,6.5,26.7,32.2,143.8085,4234,0,1
Kuwait,Middle East,2010,74.4,6.8,8.9,10.4,68.3055,32035,0,1
Gabon,Africa,2005,58.2,6.9,47.7,73.6,314.8255,7504,0,1
Belarus,Rest of Europe,2011,70.6,12.0,3.9,5.2,225.4045,5938,0,1
Iraq,Middle East,2010,68.6,6.4,28.7,34.9,175.9375,4052,0,1
Bulgaria,European Union,2000,71.7,9.5,14.4,17.5,161.911,3718,1,0
Guinea-Bissau,Africa,2008,53.6,2.4,79.1,126.1,293.3925,570,0,1
Kuwait,Middle East,2004,73.4,6.1,10.0,11.6,83.6915,37169,0,1
Mongolia,Asia,2006,65.5,8.8,30.5,37.4,249.112,2217,0,1
Pakistan,Asia,2014,66.4,5.1,63.8,78.3,161.1745,1323,0,1
Mongolia,Asia,2008,66.4,9.0,25.9,31.2,240.3135,2588,0,1
Luxembourg,European Union,2011,81.0,11.8,2.3,2.8,66.33,105290,1,0
"Bahamas, The",Central America and Caribbean,2009,72.1,10.9,13.6,15.9,170.07,32244,0,1
Lebanon,Middle East,2002,75.5,7.5,15.1,17.5,92.6345,6625,0,1
Bhutan,Asia,2001,61.8,2.3,54.8,72.9,283.9275,1176,0,1
Madagascar,Africa,2005,61.2,5.6,55.9,84.8,263.646,471,0,1
Oman,Middle East,2008,75.2,8.1,10.3,12.0,102.805,21143,0,1
Equatorial Guinea,Africa,2013,56.6,5.5,72.1,100.2,326.2985,13422,0,1
"Iran, Islamic Rep.",Middle East,2014,75.5,9.8,13.8,16.1,83.49,5346,0,1
Austria,European Union,2001,78.6,9.2,4.5,5.4,91.5155,39185,1,0
Germany,European Union,2001,78.3,11.7,4.3,5.2,91.975,35011,1,0
Belarus,Rest of Europe,2001,68.5,9.0,9.2,11.8,249.943,2755,0,1
Argentina,South America,2013,75.8,9.8,11.3,12.7,119.885,14072,0,1
Greece,European Union,2012,80.6,10.3,3.5,4.0,72.6245,18124,1,0
Comoros,Africa,2009,61.5,3.9,63.7,86.9,247.4625,1193,0,1
Australia,Oceania,2009,81.5,12.3,4.2,5.0,64.839,53226,1,0
Malawi,Africa,2007,50.6,3.8,59.6,99.9,487.29,314,0,1
Central African Republic,Africa,2013,49.4,4.0,93.0,132.5,439.1325,365,0,1
Saudi Arabia,Middle East,2007,73.5,8.1,12.6,14.7,99.216,18496,0,1
Nicaragua,Central America and Caribbean,2007,71.7,5.7,22.9,27.3,168.994,1675,0,1
Netherlands,European Union,2003,78.5,11.3,4.8,5.7,79.8805,40785,1,0
Solomon Islands,Oceania,2001,67.8,4.6,25.3,30.4,221.1905,1737,0,1
Guatemala,Central America and Caribbean,2005,69.8,3.5,34.3,42.7,193.4335,3320,0,1
"Micronesia, Fed. Sts.",Oceania,2001,64.7,5.1,30.0,36.7,183.8285,2964,0,1
Sweden,European Union,2012,81.7,12.4,2.4,3.0,55.8855,48886,1,0
Lebanon,Middle East,2015,78.8,8.5,7.1,8.3,60.3175,7643,0,1
Sweden,European Union,2002,79.8,11.6,3.3,4.0,68.96,42377,1,0
Morocco,Africa,2007,73.0,4.0,31.8,37.1,95.4645,2295,0,1
Armenia,Rest of Europe,2005,72.6,10.9,21.1,23.7,142.8055,2364,0,1
Ghana,Africa,2002,57.4,6.2,59.9,91.9,300.7015,1077,0,1
Saudi Arabia,Middle East,2009,73.8,8.6,11.2,13.0,96.094,18203,0,1
Mongolia,Asia,2013,68.6,10.0,18.3,21.5,217.6085,3651,0,1
"Venezuela, RB",South America,2012,73.0,9.7,14.9,17.3,146.1275,12986,0,1
Malawi,Africa,2004,46.8,3.3,70.1,119.7,549.7965,287,0,1
Spain,European Union,2009,81.5,9.3,3.3,4.0,67.2055,25779,1,0
Somalia,Africa,2001,51.2,2.1,104.4,172.7,353.231,183,0,1
Lebanon,Middle East,2000,74.5,7.5,17.0,19.9,102.479,6713,0,1
Canada,North America,2002,79.5,11.5,5.3,6.2,78.1635,35016,1,0
Indonesia,Asia,2011,69.5,7.6,26.9,32.5,182.5805,2849,0,1
Cabo Verde,Africa,2008,70.8,4.8,23.1,27.5,135.0125,3079,0,1
El Salvador,Central America and Caribbean,2010,71.2,7.1,16.6,19.4,195.439,3335,0,1
Iceland,Rest of Europe,2012,82.9,11.5,2.0,2.5,50.618,49192,1,0
Kiribati,Oceania,2008,65.2,7.6,50.0,65.6,209.8995,1429,0,1
Guinea-Bissau,Africa,2006,52.7,2.3,85.9,138.3,297.8265,562,0,1
Austria,European Union,2004,79.2,9.8,4.2,5.1,84.8235,40651,1,0
Canada,North America,2014,81.8,13.0,4.7,5.4,66.418,43635,1,0
Serbia,Rest of Europe,2001,72.2,9.6,10.6,12.2,150.105,3419,0,1
Morocco,Africa,2004,71.1,3.8,37.2,43.7,122.5085,2066,0,1
Eswatini,Africa,2004,42.7,4.0,69.1,119.7,606.731,2749,0,1
Maldives,Asia,2001,71.0,3.1,28.5,34.6,124.3175,6544,0,1
Burundi,Africa,2006,54.2,2.4,74.4,117.6,343.491,302,0,1
Philippines,Asia,2009,69.7,9.0,25.0,32.1,207.4785,2305,0,1
"Congo, Rep.",Africa,2000,52.1,5.5,72.4,114.1,417.8705,2062,0,1
Guinea,Africa,2012,57.9,2.4,71.8,113.0,282.0,738,0,1
Slovenia,European Union,2015,80.8,12.0,2.1,2.6,73.356,20890,1,0
Hungary,European Union,2003,72.3,10.5,7.1,8.4,183.917,10260,1,0
Afghanistan,Asia,2004,57.8,2.5,80.0,112.6,285.188,323,0,1
Sweden,European Union,2011,81.8,12.4,2.5,3.0,57.197,49540,1,0
Jamaica,Central America and Caribbean,2015,74.1,9.6,13.4,15.5,132.2455,4908,0,1
United Arab Emirates,Middle East,2014,77.1,10.5,6.7,7.8,69.616,36996,0,1
Papua New Guinea,Oceania,2003,60.0,3.4,51.3,67.5,260.612,1803,0,1
Guyana,South America,2004,66.4,7.9,34.0,42.2,224.933,4025,0,1
Brazil,South America,2001,70.5,5.8,28.5,32.5,182.1315,6789,0,1
Spain,European Union,2002,79.6,8.5,4.2,5.1,80.4485,25026,1,0
Kiribati,Oceania,2001,63.4,6.9,50.7,66.6,219.7965,1506,0,1
Belgium,European Union,2015,81.0,11.7,3.3,4.1,71.71,41008,1,0
Equatorial Guinea,Africa,2015,57.4,5.5,67.6,93.2,328.8035,11283,0,1
Montenegro,Rest of Europe,2013,76.5,11.2,4.1,4.9,104.853,6203,0,1
Sri Lanka,Asia,2009,75.3,10.9,13.9,21.3,122.485,2750,0,1
Oman,Middle East,2005,74.2,6.8,11.0,12.8,111.8095,19448,0,1
Albania,Rest of Europe,2001,74.3,8.7,22.9,25.8,90.939,2144,0,1
Bosnia and Herzegovina,Rest of Europe,2013,76.6,8.7,5.6,6.5,98.9245,4391,0,1
Barbados,Central America and Caribbean,2015,78.8,10.5,13.0,14.0,99.0935,16559,0,1
Afghanistan,Asia,2012,62.1,3.4,59.5,80.3,240.464,558,0,1
Tonga,Oceania,2000,69.7,9.1,14.5,16.9,158.283,3672,0,1
Colombia,South America,2005,74.3,6.8,18.3,21.5,157.802,4403,0,1
Solomon Islands,Oceania,2012,71.3,5.2,21.0,24.9,158.7095,2178,0,1
Qatar,Middle East,2001,77.6,8.0,10.3,12.0,69.798,56916,0,1
Tajikistan,Asia,2005,66.1,10.5,47.0,55.6,158.27,631,0,1
Iraq,Middle East,2009,68.3,6.3,29.5,36.0,179.8285,3909,0,1
Tanzania,Africa,2009,57.7,5.0,48.7,75.4,331.2625,782,0,1
Cambodia,Asia,2001,59.3,3.3,73.4,96.6,251.68,516,0,1
Italy,European Union,2004,80.8,9.1,3.9,4.6,65.986,33150,1,0
Seychelles,Africa,2012,74.3,8.8,12.4,14.4,153.147,13701,0,1
Angola,Africa,2003,48.4,4.4,110.4,183.8,340.0665,2022,0,1
Ireland,European Union,2006,79.2,11.8,4.1,4.9,76.8165,50462,1,0
Brazil,South America,2005,71.9,6.3,22.0,24.8,168.2965,7352,0,1
Jordan,Middle East,2011,73.6,9.9,16.7,19.5,114.4895,4521,0,1
Brazil,South America,2000,70.1,5.6,30.4,34.7,186.4955,6788,0,1
Bangladesh,Asia,2003,66.9,4.4,54.3,72.3,159.3365,708,0,1
Mali,Africa,2012,56.1,2.1,72.6,121.0,282.1,705,0,1
Greece,European Union,2008,79.9,10.1,3.5,4.0,77.0555,23929,1,0
Singapore,Asia,2010,81.5,11.2,2.3,2.8,58.746,48753,0,1
Madagascar,Africa,2008,62.5,5.9,50.3,74.8,253.3645,514,0,1
Costa Rica,Central America and Caribbean,2009,78.6,8.4,9.3,10.7,92.9325,9838,0,1
Eritrea,Africa,2007,60.2,3.8,43.0,61.9,312.3995,722,0,1
Dominican Republic,Central America and Caribbean,2009,71.8,7.2,29.0,35.3,171.2385,5393,0,1
Spain,European Union,2008,81.2,9.2,3.4,4.2,70.114,27026,1,0
Solomon Islands,Oceania,2009,70.4,5.0,22.8,27.1,174.1935,1980,0,1
Norway,Rest of Europe,2003,79.4,12.2,3.6,4.4,75.5335,69327,1,0
Papua New Guinea,Oceania,2007,61.1,3.7,47.8,62.1,241.003,2046,0,1
Togo,Africa,2007,55.6,4.3,62.9,97.3,327.9225,450,0,1
Lao PDR,Asia,2013,65.7,5.1,45.7,59.0,203.4325,1911,0,1
Senegal,Africa,2009,63.6,2.4,44.1,69.8,217.6005,1143,0,1
Burundi,Africa,2010,57.2,2.6,59.4,91.0,319.9625,313,0,1
Japan,Asia,2015,83.8,12.5,2.0,2.7,53.586,34961,1,0
Brunei Darussalam,Asia,2005,74.0,8.5,7.7,9.5,95.93,34441,0,1
Botswana,Africa,2012,63.5,9.0,40.2,50.8,310.831,6089,0,1
Croatia,European Union,2004,75.5,9.7,6.1,7.0,115.04,10943,1,0
Nigeria,Africa,2008,49.9,5.2,87.7,141.7,383.7715,2173,0,1
Zimbabwe,Africa,2013,56.9,8.0,44.8,66.3,405.008,1435,0,1
Kazakhstan,Asia,2002,66.0,11.0,32.6,37.5,284.836,5551,0,1
Mauritius,Africa,2014,74.2,9.1,12.9,14.8,145.373,8955,0,1
North Macedonia,Rest of Europe,2015,75.4,9.6,10.0,11.4,97.197,4862,0,1
Morocco,Africa,2015,75.7,5.0,20.2,23.5,70.9135,2875,0,1
Singapore,Asia,2005,80.0,10.5,2.3,2.9,67.5915,41799,0,1
Slovenia,European Union,2007,78.6,11.8,3.1,3.8,99.0175,21575,1,0
United States,North America,2003,77.0,12.8,6.9,8.1,113.733,50036,1,0
New Zealand,Oceania,2009,80.7,11.9,5.2,6.2,71.942,35252,1,0
Jamaica,Central America and Caribbean,2006,74.1,8.3,16.7,19.6,150.5335,5260,0,1
Comoros,Africa,2006,60.4,3.3,68.4,94.4,258.699,1185,0,1
Pakistan,Asia,2003,63.5,4.0,79.3,100.2,183.668,1074,0,1
Estonia,European Union,2001,70.3,11.8,8.0,10.1,223.511,10626,1,0
Armenia,Rest of Europe,2010,73.3,11.1,16.3,18.3,136.1865,2959,0,1
Slovak Republic,European Union,2012,76.1,12.3,5.5,6.6,115.561,15067,1,0
Samoa,Oceania,2008,71.2,9.8,16.5,19.3,138.431,4062,0,1
Uzbekistan,Asia,2011,69.9,10.9,23.4,26.4,152.8095,2231,0,1
Qatar,Middle East,2012,79.4,9.2,7.4,8.7,58.689,63234,0,1
Namibia,Africa,2009,55.2,6.2,38.5,51.6,441.7035,3982,0,1
Lebanon,Middle East,2013,78.7,8.3,7.7,9.0,62.766,8201,0,1
Afghanistan,Asia,2003,57.3,2.4,82.7,116.9,292.0365,332,0,1
Lesotho,Africa,2007,42.9,5.5,73.8,114.3,579.412,912,0,1
Lithuania,European Union,2006,71.1,12.0,6.9,8.6,229.4005,10659,1,0
Slovak Republic,European Union,2015,76.6,12.5,5.1,6.2,110.515,16342,1,0
Ecuador,South America,2002,73.4,7.1,22.4,26.6,154.9855,4397,0,1
Senegal,Africa,2015,66.7,2.9,34.7,49.4,190.0275,1219,0,1
Kiribati,Oceania,2005,64.5,7.3,49.4,64.7,213.586,1531,0,1
Serbia,Rest of Europe,2005,72.8,10.2,7.7,8.9,142.495,4405,0,1
"Egypt, Arab Rep.",Africa,2000,68.6,4.8,37.1,46.6,175.924,2610,0,1
Panama,Central America and Caribbean,2012,77.2,9.5,16.0,18.7,119.297,12080,0,1
Tanzania,Africa,2003,52.9,4.4,65.6,106.5,429.3055,634,0,1
Cyprus,European Union,2005,78.6,10.7,3.8,4.5,63.682,25630,1,0
Eritrea,Africa,2002,56.5,3.7,51.6,77.3,372.128,857,0,1
Sierra Leone,Africa,2010,49.4,3.1,107.2,160.6,425.103,536,0,1
Estonia,European Union,2012,76.3,12.5,3.0,3.9,133.087,16257,1,0
Eswatini,Africa,2002,44.4,3.6,69.6,117.7,624.685,2572,0,1
Fiji,Oceania,2009,66.6,9.5,20.1,23.7,199.509,4426,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2008,71.6,8.1,18.5,20.8,165.5335,7190,0,1
North Macedonia,Rest of Europe,2005,73.7,8.2,12.2,13.7,115.753,3601,0,1
Greece,European Union,2013,81.3,10.4,3.6,4.1,72.0015,17796,1,0
United Arab Emirates,Middle East,2008,76.0,9.6,7.9,9.2,76.8985,40755,0,1
"Egypt, Arab Rep.",Africa,2009,70.2,6.4,25.0,29.9,162.699,3381,0,1
Kazakhstan,Asia,2010,68.5,11.4,18.2,20.4,236.9465,8979,0,1
Ukraine,Rest of Europe,2007,68.2,11.2,11.5,13.4,271.3425,2528,0,1
Mozambique,Africa,2012,53.9,3.3,66.4,96.3,368.724,523,0,1
Bosnia and Herzegovina,Rest of Europe,2010,76.0,7.1,6.3,7.2,102.9815,4096,0,1
Nepal,Asia,2003,64.2,2.6,50.6,66.4,215.7345,584,0,1
Oman,Middle East,2000,72.1,5.3,14.2,16.5,130.341,20625,0,1
Qatar,Middle East,2002,77.8,8.1,10.0,11.6,68.394,58542,0,1
St. Lucia,Central America and Caribbean,2015,75.6,8.9,19.5,21.9,136.3935,10094,0,1
Grenada,Central America and Caribbean,2007,73.1,8.0,12.5,14.6,160.869,8677,0,1
Zambia,Africa,2003,46.3,6.1,73.2,125.4,569.503,843,0,1
Togo,Africa,2006,55.1,4.3,64.6,100.1,329.281,468,0,1
Zambia,Africa,2010,55.7,6.6,51.2,79.0,382.8695,1215,0,1
Jamaica,Central America and Caribbean,2009,74.1,8.8,15.8,18.5,142.157,4987,0,1
Benin,Africa,2003,56.4,2.7,79.8,127.4,280.0665,943,0,1
"Congo, Dem. Rep.",Africa,2001,50.7,3.5,104.4,154.9,338.642,334,0,1
Ukraine,Rest of Europe,2008,68.3,11.3,11.1,12.9,268.4445,2599,0,1
Costa Rica,Central America and Caribbean,2001,77.6,8.0,10.5,12.6,98.266,7805,0,1
United Kingdom,Rest of Europe,2006,79.2,12.4,5.0,5.9,80.04,43928,1,0
Colombia,South America,2015,76.5,8.1,13.4,15.5,140.0675,6176,0,1
Morocco,Africa,2014,75.5,5.0,21.3,24.9,72.144,2789,0,1
Libya,Africa,2013,71.9,7.3,12.3,14.4,137.147,10101,0,1
Bosnia and Herzegovina,Rest of Europe,2008,75.7,7.6,6.9,7.9,105.6105,4132,0,1
Tajikistan,Asia,2015,70.1,10.5,32.6,37.5,134.715,978,0,1
South Africa,Africa,2014,62.0,10.0,29.4,37.6,367.7435,6274,0,1
Fiji,Oceania,2007,66.4,9.3,20.1,23.7,204.926,4535,0,1
Nigeria,Africa,2004,47.7,5.2,97.8,160.3,401.9865,1878,0,1
Philippines,Asia,2006,69.2,8.8,26.0,33.6,210.145,2149,0,1
Guinea,Africa,2001,51.3,1.5,96.2,157.4,332.612,637,0,1
Mauritania,Africa,2011,62.8,3.9,60.0,93.0,210.0,1433,0,1
Argentina,South America,2004,74.3,9.2,15.3,17.1,133.0055,10389,0,1
Maldives,Asia,2014,77.4,6.2,9.1,10.5,70.354,9182,0,1
Central African Republic,Africa,2014,50.1,4.1,90.5,128.2,425.1035,364,0,1
Eswatini,Africa,2005,42.5,4.5,68.3,119.4,597.7545,2902,0,1
Germany,European Union,2002,78.2,12.1,4.2,5.1,91.2495,34883,1,0
Maldives,Asia,2008,75.1,4.3,13.8,16.1,78.1485,9119,0,1
Trinidad and Tobago,Central America and Caribbean,2006,71.0,9.9,22.4,25.2,185.282,17334,0,1
Barbados,Central America and Caribbean,2009,78.3,9.3,13.9,15.1,108.625,17254,0,1
Luxembourg,European Union,2009,80.6,11.8,2.4,2.9,73.2125,104574,1,0
Malaysia,Asia,2011,74.7,10.1,6.8,8.0,126.7315,8550,0,1
Oman,Middle East,2003,73.4,6.4,11.9,13.8,118.7185,19716,0,1
Sierra Leone,Africa,2014,52.4,3.3,95.6,139.2,401.9615,757,0,1
Israel,Middle East,2011,81.7,12.7,3.5,4.4,59.725,33678,1,0
Luxembourg,European Union,2004,79.1,11.1,2.9,3.5,86.0865,100293,1,0
Iraq,Middle East,2004,68.4,5.7,33.1,40.9,175.9275,3515,0,1
Liberia,Africa,2010,59.6,4.1,71.8,99.8,267.442,649,0,1
Sri Lanka,Asia,2008,75.2,11.0,10.5,12.2,124.8175,2675,0,1
Malaysia,Asia,2004,73.4,7.8,7.1,8.3,129.9325,7044,0,1
Malaysia,Asia,2001,72.8,8.4,8.1,9.4,132.819,6286,0,1
Myanmar,Asia,2001,60.4,3.2,63.8,87.1,237.811,345,0,1
France,European Union,2010,81.7,10.9,3.1,4.2,84.668,35640,1,0
Bolivia,South America,2012,69.0,8.3,29.6,37.0,192.7545,2693,0,1
Ukraine,Rest of Europe,2005,68.0,11.2,12.5,14.5,276.8135,2144,0,1
Thailand,Asia,2005,72.1,7.0,14.8,17.2,179.3555,4412,0,1
Slovak Republic,European Union,2009,74.9,11.4,5.9,7.2,129.606,13679,1,0
Ghana,Africa,2010,61.0,6.7,47.0,69.1,259.173,1419,0,1
Algeria,Africa,2005,73.1,6.9,28.8,33.6,118.7855,3752,0,1
Netherlands,European Union,2004,79.1,11.5,4.6,5.5,76.488,41450,1,0
Azerbaijan,Asia,2003,67.8,10.6,50.1,59.7,159.492,1919,0,1
Italy,European Union,2001,80.1,8.7,4.5,5.3,74.622,32964,1,0
Chile,South America,2002,76.9,9.2,8.3,9.8,104.85,8910,0,1
Myanmar,Asia,2013,64.9,4.7,43.8,56.2,199.4,1088,0,1
Cote d'Ivoire,Africa,2000,49.6,3.3,95.6,143.3,456.1585,1848,0,1
Austria,European Union,2015,81.2,12.1,3.0,3.7,64.6875,44196,1,0
New Zealand,Oceania,2005,79.9,11.7,5.5,6.6,77.0035,35052,1,0
Tanzania,Africa,2012,60.5,5.5,44.0,65.3,287.067,857,0,1
"Iran, Islamic Rep.",Middle East,2003,71.3,6.7,25.1,30.2,141.0335,4543,0,1
Guyana,South America,2014,69.0,8.4,28.1,34.1,210.868,5568,0,1
"Gambia, The",Africa,2000,56.0,2.0,61.6,113.4,300.7215,729,0,1
Peru,South America,2006,73.2,8.1,19.3,24.9,139.7105,4124,0,1
Namibia,Africa,2011,58.1,6.3,36.9,48.9,383.243,4282,0,1
Switzerland,Rest of Europe,2008,82.0,12.9,4.0,4.7,59.218,82998,1,0
St. Vincent and the Grenadines,Central America and Caribbean,2011,71.8,8.4,17.3,19.2,159.928,6738,0,1
Lebanon,Middle East,2010,78.4,7.9,8.7,10.2,67.7015,9115,0,1
Latvia,European Union,2010,73.5,12.5,6.5,7.8,180.8715,10964,1,0
Cabo Verde,Africa,2009,70.9,5.0,22.7,27.0,134.1865,3004,0,1
Ecuador,South America,2004,73.9,7.2,20.7,24.4,149.1315,4725,0,1
Moldova,Rest of Europe,2015,71.5,11.6,13.6,15.8,171.2775,2732,0,1
Bolivia,South America,2010,68.0,7.8,33.0,41.6,200.5385,2514,0,1
"Venezuela, RB",South America,2003,72.6,7.0,16.9,19.8,156.3825,3273,0,1
Malta,European Union,2008,79.6,10.0,5.9,6.8,57.259,19948,1,0
Bosnia and Herzegovina,Rest of Europe,2003,74.9,7.2,8.1,9.2,113.603,3172,0,1
Pakistan,Asia,2005,64.0,4.5,76.6,96.3,180.861,1175,0,1
Bhutan,Asia,2013,69.7,2.8,29.6,36.2,216.1,2501,0,1
Canada,North America,2010,81.2,12.6,5.0,5.7,69.0295,41155,1,0
Uruguay,South America,2001,74.9,8.0,14.4,16.5,123.728,9679,0,1
Madagascar,Africa,2002,59.7,5.3,62.5,96.5,271.224,426,0,1
St. Vincent and the Grenadines,Central America and Caribbean,2010,71.8,8.3,17.8,19.8,161.7965,6783,0,1
Tajikistan,Asia,2013,69.6,10.7,34.2,39.4,137.093,907,0,1
Burundi,Africa,2001,49.9,1.9,91.9,149.4,355.612,306,0,1
Morocco,Africa,2000,68.7,3.4,43.9,52.3,152.9405,1763,0,1
Libya,Africa,2008,72.2,7.0,16.1,18.8,132.4335,13794,0,1
Japan,Asia,2013,83.3,12.2,2.1,2.9,57.102,34240,1,0
Lithuania,European Union,2013,73.9,11.9,4.1,5.0,178.7025,13262,1,0
Portugal,European Union,2002,77.1,7.0,4.7,6.1,106.0975,19068,1,0
"Congo, Rep.",Africa,2015,63.1,6.3,37.6,52.6,262.224,2449,0,1
Zambia,Africa,2006,49.8,6.4,58.4,98.5,496.876,965,0,1
Namibia,Africa,2007,52.6,6.1,37.6,60.8,500.1645,4012,0,1
Australia,Oceania,2006,81.0,11.9,4.7,5.6,65.59,50948,1,0
Cameroon,Africa,2000,51.0,4.8,87.6,143.9,411.085,1107,0,1
"Egypt, Arab Rep.",Africa,2007,69.8,6.0,27.1,32.7,167.5755,3126,0,1
Papua New Guinea,Oceania,2006,60.8,3.6,48.7,63.5,245.9055,1944,0,1
Lao PDR,Asia,2005,61.6,4.2,63.6,86.8,243.807,1172,0,1
Lithuania,European Union,2004,72.0,11.5,7.4,9.3,205.9795,8919,1,0
Malta,European Union,2000,78.3,8.1,6.9,7.8,64.045,17189,1,0
Ecuador,South America,2011,75.3,8.0,15.6,18.1,131.6005,5655,0,1
"Congo, Dem. Rep.",Africa,2003,52.1,3.9,99.9,145.7,325.9935,342,0,1
Dominican Republic,Central America and Caribbean,2005,70.8,7.0,29.8,36.4,178.7195,4647,0,1
Spain,European Union,2003,79.6,8.6,4.1,5.0,80.6985,25311,1,0
Czechia,European Union,2011,77.9,12.5,2.6,3.3,95.5795,16762,1,0
Syrian Arab Republic,Middle East,2003,74.0,5.1,17.7,20.7,118.895,1423,0,1
Argentina,South America,2011,75.4,9.8,12.4,13.9,122.669,14200,0,1
Rwanda,Africa,2002,51.0,2.5,90.3,149.6,423.329,399,0,1
Brunei Darussalam,Asia,2011,74.9,8.8,8.1,9.8,91.9455,34244,0,1
Guinea,Africa,2011,57.4,2.0,73.1,115.3,286.4,712,0,1
Namibia,Africa,2015,62.1,6.7,33.3,47.6,315.473,4897,0,1
Guatemala,Central America and Caribbean,2013,72.6,4.7,25.6,30.7,168.019,3802,0,1
Nepal,Asia,2014,69.2,4.5,30.5,37.4,158.944,871,0,1
Zambia,Africa,2002,45.4,6.1,79.2,136.1,593.712,808,0,1
Solomon Islands,Oceania,2007,69.8,4.9,23.8,28.4,184.517,1910,0,1
Syrian Arab Republic,Middle East,2000,73.1,4.6,19.6,23.0,122.6915,1341,0,1
Antigua and Barbuda,Central America and Caribbean,2014,76.3,9.2,6.8,8.1,131.452,13909,0,1
Serbia,Rest of Europe,2000,71.6,9.4,10.9,12.6,149.9165,3193,0,1
Moldova,Rest of Europe,2001,67.2,9.3,23.9,28.6,238.655,1423,0,1
